"","Age","Workclass","Fnlwgt","Education","Education.num","Marital.status","Occupation","Relationship","Race","Sex","Capital.gain","Capital.loss","Hours.per.week","Native.country","Above.Limit"
"19056",57,5,143030,12,9,7,8,5,5,1,0,0,30,39,1
"19057",42,8,192397,16,10,1,1,4,5,1,0,0,38,39,1
"19058",43,5,114351,12,9,1,3,2,5,2,0,0,35,39,1
"19059",48,1,63466,12,9,4,3,5,5,1,0,0,32,39,1
"19060",53,5,132304,12,9,1,7,2,5,1,0,0,40,34,1
"19061",58,5,128162,12,9,1,12,2,5,1,0,0,24,39,1
"19062",19,5,125938,3,8,5,8,4,5,2,0,0,40,8,1
"19063",37,5,170174,12,9,3,4,1,5,2,0,0,46,39,2
"19065",31,5,109917,6,4,6,3,2,5,1,0,0,40,39,1
"19066",31,5,114937,10,13,3,10,1,5,2,0,0,35,39,1
"19067",53,3,231196,12,9,3,1,1,5,2,0,0,40,39,1
"19068",19,5,238474,16,10,5,12,4,5,2,0,0,25,39,1
"19069",56,5,314149,11,16,3,10,1,5,2,0,0,50,39,2
"19070",55,2,31728,16,10,3,1,6,5,1,0,0,40,39,2
"19071",51,5,360131,5,3,3,3,3,5,1,0,0,40,39,1
"19072",62,5,141308,16,10,5,1,2,5,1,0,0,40,39,1
"19073",43,5,83411,16,10,3,12,1,5,2,0,0,50,39,2
"19074",45,1,119835,6,4,1,3,2,1,2,0,0,48,39,1
"19075",28,3,296537,12,9,3,3,1,5,2,0,0,45,39,1
"19076",46,5,193047,12,9,3,4,1,5,2,0,0,40,39,2
"19077",62,8,39630,10,13,3,10,1,5,2,0,0,40,39,1
"19078",57,3,213975,12,9,7,8,5,5,1,0,0,30,39,1
"19079",60,3,259803,10,13,3,10,6,5,1,0,0,45,39,2
"19080",23,2,55465,16,10,5,6,2,5,2,0,0,40,39,1
"19081",47,5,181307,16,10,3,12,1,5,2,99999,0,60,39,2
"19083",51,5,200450,12,9,3,6,1,5,2,0,0,48,39,1
"19084",61,3,176731,12,9,3,6,1,5,2,0,0,40,39,1
"19085",52,7,140985,10,13,3,1,6,5,1,99999,0,30,39,2
"19086",76,5,125784,10,13,3,4,1,5,2,0,0,40,39,1
"19087",24,5,152176,16,10,5,6,2,5,2,0,0,39,39,1
"19088",31,7,111423,10,13,5,3,2,5,2,0,0,55,39,1
"19089",43,5,130126,10,13,3,4,1,5,2,15024,0,50,39,2
"19090",58,2,30111,16,10,7,10,5,1,1,0,0,40,39,1
"19091",18,1,214989,16,10,5,3,4,5,1,0,1602,24,39,1
"19092",19,5,272800,3,8,5,1,4,5,1,0,0,25,39,1
"19093",44,5,195881,16,10,1,4,3,5,1,0,0,45,39,1
"19095",21,5,131473,16,10,5,12,4,2,2,0,0,20,40,1
"19096",40,5,149466,12,9,1,6,2,3,2,0,0,35,39,1
"19097",25,5,190418,16,10,5,8,4,5,2,0,0,30,2,1
"19098",62,3,167889,11,16,7,10,5,5,1,0,0,40,20,1
"19099",42,5,177989,12,9,3,3,1,5,2,0,0,40,39,1
"19100",35,5,186035,9,11,5,13,2,5,2,0,0,40,39,1
"19102",60,5,54800,12,9,3,8,6,5,1,0,0,40,39,1
"19103",20,5,100605,12,9,5,12,4,4,2,0,0,40,33,1
"19104",23,5,253190,8,12,3,6,1,5,2,0,0,25,39,1
"19105",18,5,203301,12,9,5,1,4,5,1,0,0,40,39,1
"19106",40,5,175696,16,10,3,4,1,5,2,0,0,45,39,2
"19108",51,5,93193,12,9,1,10,2,5,1,0,0,40,39,1
"19109",41,3,158688,10,13,3,11,1,5,2,0,0,50,39,1
"19110",18,5,327612,1,6,5,8,4,5,1,0,0,20,39,1
"19111",41,5,210844,16,10,4,12,5,3,1,0,0,40,39,1
"19112",27,5,147340,16,10,5,4,4,5,1,0,0,40,39,1
"19113",71,7,130436,4,2,1,3,2,5,1,0,0,28,39,1
"19114",25,5,206600,3,8,3,7,1,5,2,0,0,40,8,1
"19115",73,5,284680,12,9,1,8,2,5,1,0,0,20,39,1
"19116",45,5,127738,16,10,3,8,1,5,2,0,0,40,39,1
"19117",25,5,213412,16,10,3,12,1,5,2,0,0,40,39,2
"19119",44,5,249332,12,9,3,14,1,5,2,0,0,40,7,1
"19120",44,3,290403,9,11,1,11,4,5,1,0,0,40,5,1
"19121",49,5,54772,12,9,3,3,1,5,2,3103,0,45,39,2
"19122",44,6,56651,16,10,3,4,1,5,2,7688,0,45,39,2
"19123",42,2,178470,12,9,1,1,2,5,1,0,0,40,39,1
"19124",20,5,62865,12,9,5,9,2,5,1,0,0,45,39,1
"19127",60,5,130684,16,10,3,3,1,5,2,0,0,55,39,1
"19128",46,5,164682,9,11,6,10,2,5,2,0,0,40,39,1
"19129",42,5,198316,9,11,1,3,2,5,2,0,0,35,39,1
"19130",59,5,261816,16,10,1,4,2,5,1,0,0,52,28,1
"19131",58,5,280309,8,12,3,4,1,5,2,5178,0,60,39,2
"19132",47,5,97176,12,9,1,1,5,5,1,0,0,40,39,1
"19133",58,5,95835,16,10,3,13,1,5,2,0,0,36,39,1
"19134",69,1,323016,10,13,3,3,1,5,2,99999,0,40,39,2
"19135",17,1,280670,1,6,5,3,4,5,1,0,0,40,39,1
"19136",19,5,136306,2,7,5,5,4,5,2,0,0,24,39,1
"19138",37,5,25864,12,9,6,10,5,1,1,0,0,40,39,1
"19139",30,5,149531,12,9,3,3,1,5,2,0,0,50,39,1
"19140",36,5,33887,16,10,1,10,2,5,2,0,0,40,39,1
"19143",45,5,131826,16,10,3,6,1,5,2,0,0,40,39,1
"19144",53,3,216691,11,16,1,10,2,5,1,10520,0,40,39,2
"19145",37,5,133328,12,9,1,12,5,5,1,0,0,40,39,1
"19146",26,5,164737,16,10,5,12,2,5,1,0,0,40,39,1
"19147",53,3,99064,7,5,3,3,1,5,2,0,0,40,39,1
"19149",27,5,208725,10,13,5,3,4,5,2,0,0,40,39,1
"19150",22,5,138513,16,10,5,3,4,5,2,0,0,40,39,1
"19151",41,5,121055,12,9,1,14,2,5,2,0,0,40,39,1
"19152",53,5,149784,12,9,3,7,1,5,2,0,0,40,39,1
"19153",58,5,114495,12,9,3,4,1,5,2,0,0,40,39,1
"19154",34,1,133278,3,8,6,3,5,3,1,0,0,53,39,1
"19155",32,5,212276,10,13,3,10,1,5,2,0,0,60,39,2
"19156",32,5,440129,16,10,3,6,1,5,2,0,0,38,26,1
"19157",47,5,98012,13,14,3,10,6,5,1,7688,0,40,39,2
"19158",27,5,145284,12,9,3,5,1,5,2,0,0,40,39,1
"19159",25,5,177147,16,10,5,6,2,5,2,0,0,40,39,1
"19160",40,5,141537,1,6,1,7,2,3,1,0,0,40,39,1
"19162",23,3,314819,12,9,5,14,4,5,2,0,0,40,39,1
"19163",44,5,123572,7,5,3,7,1,3,2,0,0,40,39,1
"19164",19,5,170800,12,9,5,3,4,5,2,0,0,60,39,1
"19165",42,5,332401,10,13,5,12,2,5,2,0,0,40,39,1
"19167",41,5,351161,12,9,3,12,1,5,2,0,1848,45,39,2
"19168",45,2,106910,12,9,5,14,5,2,1,0,0,40,39,1
"19169",67,1,163726,5,3,3,3,1,5,2,0,0,49,39,1
"19170",36,7,609935,10,13,3,14,1,3,2,0,0,48,39,1
"19171",52,8,314627,13,14,1,10,2,2,1,0,0,40,39,1
"19173",83,6,272248,12,9,1,12,2,5,2,0,0,20,39,1
"19174",17,5,167878,2,7,5,8,4,5,2,0,0,20,39,1
"19175",27,5,176972,9,11,5,3,2,5,2,0,0,40,39,1
"19176",35,7,31095,9,11,5,5,2,5,2,0,0,60,39,1
"19177",40,5,130834,16,10,5,1,2,5,1,0,0,40,39,1
"19178",23,5,207415,8,12,3,12,6,5,1,0,0,25,39,1
"19179",51,3,264457,2,7,3,6,1,3,2,0,0,40,39,1
"19180",51,5,340588,4,2,3,8,1,5,2,0,0,54,26,1
"19181",82,1,42435,1,6,7,3,2,5,2,0,0,20,39,1
"19182",28,5,107411,12,9,5,4,2,5,1,0,0,45,39,1
"19183",53,5,290640,12,9,3,8,1,5,2,0,0,50,11,2
"19184",29,5,106179,10,13,5,1,2,5,1,0,0,35,2,1
"19185",19,5,247679,12,9,5,3,2,5,2,0,0,45,39,1
"19186",30,5,171598,10,13,4,12,2,5,1,0,0,50,39,1
"19187",23,5,234460,6,4,5,7,4,3,1,0,0,40,6,1
"19189",27,5,182540,2,7,5,3,2,5,2,0,0,40,39,1
"19190",35,5,172694,12,9,3,7,1,3,2,0,0,40,39,1
"19192",27,5,130438,12,9,5,7,2,5,2,0,0,40,39,1
"19193",27,5,213421,15,15,5,10,2,5,2,0,0,50,39,1
"19194",44,3,189956,10,13,3,11,6,3,1,15024,0,40,39,2
"19197",26,5,276967,16,10,3,12,1,5,2,0,0,40,39,1
"19198",40,5,184857,12,9,6,7,5,5,2,0,0,40,39,1
"19199",40,5,145160,11,16,3,10,1,5,2,0,0,40,39,2
"19200",35,5,192251,12,9,1,1,4,5,1,0,0,40,39,1
"19201",25,5,190650,10,13,5,10,4,2,2,0,0,40,36,1
"19202",52,3,255927,16,10,7,1,2,5,1,0,0,24,39,1
"19203",46,5,99086,16,10,3,1,6,5,1,0,0,40,39,2
"19204",30,5,216811,12,9,3,3,1,1,2,0,0,40,39,1
"19205",52,5,110563,16,10,3,4,1,5,2,0,0,40,39,2
"19206",28,5,120471,12,9,5,14,2,4,2,0,0,40,39,1
"19207",17,5,183066,1,6,5,8,4,5,1,0,0,25,39,1
"19208",46,8,298786,16,10,5,8,4,3,1,0,0,40,39,1
"19209",45,5,297884,10,13,1,4,2,5,2,0,0,40,39,2
"19210",21,5,253612,16,10,5,10,4,5,1,1055,0,32,39,1
"19211",18,7,207438,12,9,3,8,6,5,1,0,0,40,39,1
"19213",90,5,139660,16,10,1,12,5,3,1,0,0,37,39,1
"19214",23,5,165474,16,10,5,3,2,5,2,0,0,40,39,1
"19215",41,5,120277,10,13,3,10,1,5,2,0,0,40,39,2
"19216",19,7,67929,16,10,5,5,4,5,2,0,0,50,39,1
"19217",69,5,229418,12,9,3,14,1,5,2,0,0,40,39,1
"19218",23,2,41356,8,12,5,4,5,5,1,0,0,32,39,1
"19219",28,5,185127,16,10,5,13,2,5,2,0,0,54,39,1
"19220",37,5,109133,8,12,3,12,1,5,2,0,1977,45,39,2
"19221",57,5,148315,12,9,3,12,1,5,2,0,0,30,39,1
"19222",30,3,145692,16,10,5,11,2,3,2,0,1974,40,39,1
"19223",48,5,210424,12,9,6,1,5,5,1,914,0,40,39,1
"19224",73,5,198526,12,9,7,8,3,5,1,0,0,32,39,1
"19225",25,5,521400,5,3,5,7,3,5,2,0,0,40,26,1
"19226",33,5,100882,13,14,5,4,2,5,2,0,0,40,39,2
"19227",36,5,124818,12,9,3,7,1,5,2,0,0,40,39,1
"19228",28,5,190836,12,9,3,3,1,5,2,3411,0,40,39,1
"19229",57,5,71367,12,9,1,8,5,5,1,0,0,40,39,1
"19230",31,5,303032,16,10,5,8,5,3,1,0,0,40,39,1
"19231",35,1,98989,7,5,1,3,4,1,2,0,0,38,39,1
"19232",40,8,390781,12,9,1,8,2,3,1,0,0,48,39,1
"19233",32,5,54782,16,10,5,10,4,5,1,0,0,40,39,1
"19234",35,1,202683,10,13,5,3,2,5,2,0,0,40,39,1
"19235",26,5,213081,12,9,5,1,5,3,1,0,0,40,23,1
"19236",27,6,89718,16,10,6,12,4,5,1,0,0,40,39,1
"19238",29,5,253262,16,10,5,3,2,5,1,0,0,40,39,1
"19239",18,5,78181,2,7,5,8,4,5,1,0,0,30,39,1
"19240",20,5,158206,16,10,5,12,2,5,2,0,0,30,39,1
"19241",69,1,337720,12,9,3,3,1,5,2,0,0,24,39,1
"19242",18,8,391257,16,10,5,8,2,5,1,0,0,40,39,1
"19243",56,5,134756,12,9,5,8,2,3,1,0,0,40,39,1
"19245",46,5,192793,16,10,1,4,2,5,2,0,0,40,39,1
"19246",41,5,203943,3,8,3,11,1,3,2,0,0,40,39,1
"19247",53,5,89400,16,10,7,4,5,5,1,0,0,40,39,1
"19248",50,5,237868,13,14,3,4,1,5,2,0,0,50,39,2
"19249",23,5,139187,2,7,5,6,4,5,2,0,0,50,39,1
"19250",40,5,126701,10,13,4,4,2,5,2,0,0,40,39,2
"19251",54,6,172175,16,10,3,14,1,5,2,0,0,40,39,2
"19252",45,5,164210,16,10,1,4,2,5,1,0,0,40,39,1
"19253",53,3,608184,12,9,3,14,1,3,2,0,0,40,39,2
"19254",17,1,198797,2,7,5,3,4,5,2,0,0,20,29,1
"19255",50,3,425804,10,13,1,4,2,5,1,0,0,40,39,2
"19256",22,1,117618,10,13,5,3,2,5,2,0,0,25,39,1
"19257",30,5,119164,10,13,5,8,5,5,2,0,0,40,39,1
"19258",40,6,92036,10,13,3,3,1,5,2,0,0,40,39,1
"19259",36,8,77146,13,14,5,10,2,5,2,0,0,40,39,1
"19260",25,7,191803,8,12,5,12,2,5,2,0,0,50,39,1
"19261",29,5,54932,12,9,3,7,1,5,2,0,0,40,39,1
"19262",29,5,251694,10,13,5,5,4,5,2,0,0,50,39,1
"19263",22,5,268145,10,13,5,12,2,5,1,0,0,40,39,1
"19264",56,5,104842,10,13,1,10,5,3,1,0,0,50,14,1
"19265",60,3,227332,13,14,3,4,1,5,2,0,0,40,39,2
"19266",37,5,212512,12,9,3,7,1,5,2,3464,0,50,39,1
"19267",53,5,133436,6,4,1,7,2,5,1,0,0,40,39,1
"19268",23,8,309055,16,10,5,1,4,5,1,0,0,20,39,1
"19270",36,5,32709,16,10,1,12,2,5,1,3325,0,45,39,1
"19271",67,6,73559,12,9,3,4,1,5,2,9386,0,50,39,2
"19272",31,5,117963,12,9,5,6,2,5,2,0,0,60,39,1
"19273",26,5,169121,10,13,3,12,1,5,2,0,0,48,39,2
"19274",18,5,308889,2,7,5,1,3,2,1,0,0,20,39,1
"19275",45,3,144940,13,14,1,10,5,3,1,0,0,40,39,1
"19276",64,5,102041,2,7,3,12,1,5,2,0,0,40,39,1
"19277",26,5,335998,12,9,5,12,2,5,1,0,0,38,39,1
"19278",53,5,29557,16,10,1,10,2,5,1,0,0,40,39,1
"19279",27,5,210313,12,9,5,6,3,5,2,0,0,28,13,1
"19280",32,5,190784,16,10,1,7,5,1,2,0,0,40,39,1
"19281",49,7,107597,12,9,1,4,5,5,1,14084,0,30,39,2
"19282",59,5,97168,1,6,3,3,1,5,2,0,0,40,39,2
"19283",44,5,155930,13,14,3,10,1,5,2,7688,0,55,39,2
"19284",61,7,181033,12,9,3,5,1,5,2,0,0,60,39,1
"19285",41,1,344572,12,9,1,3,5,5,1,0,0,40,39,1
"19286",46,8,170165,12,9,6,1,5,5,1,0,0,37,39,1
"19287",32,5,178835,12,9,5,1,2,5,2,0,0,40,39,1
"19288",29,5,118230,12,9,5,12,2,5,1,0,0,35,39,1
"19289",48,5,149640,13,14,5,4,2,5,2,0,0,40,39,1
"19290",32,5,30271,16,10,1,4,5,5,1,0,0,30,39,1
"19291",21,5,154165,12,9,5,6,4,5,1,0,0,35,39,1
"19292",50,7,341797,15,15,3,10,1,5,2,0,0,50,39,2
"19293",44,3,145246,13,14,3,10,1,5,2,0,0,44,39,2
"19294",51,5,280093,12,9,6,1,3,5,1,0,0,40,39,1
"19295",42,5,373469,12,9,3,3,1,5,2,0,0,40,39,2
"19296",27,5,199172,10,13,5,11,4,5,1,0,0,40,39,1
"19298",33,5,258932,12,9,1,4,2,5,1,0,0,40,39,1
"19299",65,7,139960,12,9,3,5,1,5,2,10605,0,60,39,2
"19300",39,5,258037,13,14,5,1,2,5,2,0,0,40,39,1
"19301",32,5,116677,12,9,3,3,1,5,2,0,0,40,39,1
"19302",30,5,59496,16,10,1,10,5,5,1,0,0,40,39,1
"19303",43,6,34218,16,10,3,4,1,5,2,0,0,40,39,1
"19304",31,5,200246,7,5,5,8,4,5,2,0,0,40,39,1
"19305",64,2,316246,10,13,1,1,2,3,1,0,0,40,39,1
"19306",37,3,239161,16,10,6,11,4,4,2,0,0,52,39,1
"19307",49,7,173411,12,9,1,12,2,5,2,0,0,40,39,1
"19308",29,5,259226,2,7,5,7,4,5,2,0,0,48,39,1
"19309",35,3,195516,12,9,1,4,2,5,2,0,0,40,39,1
"19310",37,5,200598,8,12,3,10,1,5,2,0,1740,45,39,1
"19311",42,8,160369,13,14,3,10,1,5,2,0,0,50,39,2
"19312",21,1,415913,16,10,5,3,4,5,2,0,0,40,39,1
"19313",23,5,147253,8,12,5,12,2,5,2,0,0,40,39,1
"19314",35,3,199674,12,9,5,8,5,3,1,0,0,40,39,1
"19315",29,8,198493,9,11,3,11,1,5,2,0,0,40,39,2
"19316",23,5,377121,16,10,5,8,5,5,1,0,0,25,39,1
"19317",21,5,400635,16,10,5,8,2,5,1,0,0,20,39,1
"19318",45,5,513660,10,13,5,10,2,5,2,0,0,40,39,1
"19319",24,1,175069,10,13,5,3,2,5,2,0,0,50,39,1
"19320",38,5,82552,12,9,5,6,2,5,2,594,0,50,39,1
"19321",28,1,78388,1,6,5,3,4,5,1,0,0,38,39,1
"19322",23,5,171705,12,9,5,12,5,5,1,0,0,48,39,1
"19323",39,7,315640,10,13,5,12,4,2,2,0,0,60,20,1
"19324",45,5,266860,13,14,3,4,1,5,2,15024,0,50,39,2
"19325",68,5,192829,8,12,1,4,2,5,1,0,0,43,39,1
"19326",60,2,237317,9,11,1,10,5,5,2,4934,0,40,39,2
"19327",38,8,110426,11,16,3,10,6,5,1,7688,0,40,39,2
"19328",41,5,327606,3,8,6,3,2,3,2,0,0,40,39,1
"19329",48,5,34845,12,9,1,3,3,5,2,0,0,40,39,1
"19330",33,5,58582,12,9,3,7,1,5,2,0,0,40,39,1
"19331",48,5,155659,9,11,3,3,1,5,2,0,0,40,39,1
"19332",23,3,210029,16,10,5,1,4,5,1,0,0,20,39,1
"19333",26,5,381618,7,5,3,3,1,5,2,0,0,45,39,1
"19334",55,6,298449,10,13,3,4,1,5,2,0,2415,50,39,2
"19336",52,5,210736,16,10,3,4,1,5,2,3103,0,55,39,2
"19337",46,8,111163,12,9,6,1,5,5,1,0,0,38,39,1
"19339",18,5,92112,12,9,5,8,4,5,1,0,0,30,39,1
"19340",62,3,136787,12,9,1,14,3,5,2,0,0,40,39,1
"19341",22,5,29810,16,10,5,14,4,5,1,0,0,30,39,1
"19342",40,5,360884,16,10,3,1,6,5,1,7298,0,40,39,2
"19343",26,5,266022,16,10,3,12,1,5,2,0,0,50,39,1
"19344",35,5,142874,8,12,4,12,4,3,1,0,0,36,39,1
"19345",25,7,72338,12,9,5,12,5,2,1,0,0,40,39,1
"19346",46,1,177305,9,11,3,3,6,3,1,0,0,35,39,2
"19347",39,5,165106,10,13,4,3,2,5,2,0,1564,50,39,2
"19348",41,5,424478,16,10,3,3,1,3,2,0,0,45,39,2
"19349",59,5,189721,10,13,3,6,1,5,2,0,0,40,22,2
"19350",37,5,34180,12,9,3,3,1,5,2,0,0,40,39,1
"19351",38,5,183279,16,10,3,3,1,5,2,0,0,43,39,1
"19352",33,5,35309,10,13,5,4,2,2,2,0,0,40,39,1
"19353",23,5,259109,8,12,3,8,6,5,1,0,0,40,33,1
"19355",60,5,125019,10,13,1,10,2,5,1,8614,0,48,39,2
"19356",39,6,172538,10,13,3,10,1,5,2,0,0,50,39,2
"19357",32,7,410615,12,9,3,14,1,5,2,0,1887,60,39,2
"19358",26,5,322547,10,13,5,10,2,5,1,0,0,45,39,1
"19359",39,5,300760,12,9,1,13,5,5,1,0,0,50,39,1
"19360",28,5,232782,16,10,5,1,2,5,1,0,0,40,39,1
"19361",29,5,174645,2,7,1,3,5,5,1,0,0,52,39,1
"19362",43,5,164693,9,11,3,3,1,5,2,0,0,50,39,1
"19363",23,5,206861,16,10,5,13,4,5,2,0,0,25,39,1
"19364",32,5,195602,10,13,3,12,1,5,2,0,1977,45,39,2
"19365",33,7,422960,16,10,3,10,6,5,1,0,0,60,39,2
"19366",45,5,116360,12,9,1,8,2,3,1,0,0,35,39,1
"19367",48,5,278530,12,9,1,3,5,5,2,0,0,40,39,1
"19368",43,3,188291,15,15,3,10,1,5,2,15024,0,45,39,2
"19369",50,7,163948,12,9,3,14,1,5,2,0,0,40,39,2
"19370",63,5,64544,10,13,5,13,2,5,2,0,0,40,39,2
"19371",55,5,101468,12,9,3,3,1,5,2,3103,0,40,39,2
"19372",22,5,107882,10,13,5,4,4,5,1,0,0,35,39,1
"19373",32,7,182691,12,9,5,8,5,5,2,0,0,60,39,1
"19374",27,5,203776,8,12,3,4,1,5,2,0,0,55,39,1
"19377",34,5,186346,12,9,6,8,2,5,1,0,0,40,39,1
"19378",28,5,196690,12,9,5,7,2,5,1,0,0,40,39,1
"19379",40,5,99604,13,14,3,10,6,5,1,15024,0,24,39,2
"19380",45,5,194772,16,10,3,14,1,5,2,0,0,55,39,1
"19382",53,7,257126,3,8,3,3,1,5,2,0,0,45,39,1
"19383",58,5,194733,8,12,3,3,1,5,2,0,0,40,39,2
"19384",55,7,98361,12,9,5,3,4,5,2,0,0,35,39,1
"19385",44,3,124924,9,11,5,3,2,5,2,0,0,44,39,1
"19386",40,7,111971,12,9,3,3,1,5,2,0,0,30,39,1
"19387",58,7,130714,13,14,3,4,1,5,2,0,0,50,39,1
"19388",38,5,208358,12,9,3,3,1,5,2,0,0,40,39,2
"19389",62,5,147627,7,5,5,9,2,3,1,1055,0,22,39,1
"19390",31,5,149507,9,11,3,3,1,5,2,3464,0,38,39,1
"19391",31,5,164870,2,7,3,3,1,5,2,0,0,40,26,1
"19392",30,5,236861,12,9,5,4,2,5,2,0,1876,45,39,1
"19393",37,5,220314,12,9,1,1,5,5,1,0,0,40,26,1
"19394",38,3,329980,12,9,5,3,2,5,2,0,1876,40,2,1
"19395",58,3,318537,3,8,3,5,1,5,2,0,0,40,39,1
"19396",30,5,183284,10,13,3,4,1,5,2,0,0,50,39,2
"19397",28,5,334368,9,11,5,10,2,5,1,4650,0,40,39,1
"19399",34,5,118551,10,13,5,13,2,5,1,0,0,40,39,1
"19401",61,6,253101,16,10,7,12,2,5,1,0,0,20,39,1
"19402",30,7,20098,9,11,1,7,2,5,1,0,0,40,39,1
"19403",31,5,196227,12,9,6,8,2,5,1,0,0,40,39,1
"19404",21,5,175374,12,9,5,1,4,5,2,0,0,40,39,1
"19405",50,5,234037,12,9,3,7,1,5,2,0,0,58,39,1
"19406",47,5,341762,12,9,5,1,2,5,2,0,0,33,39,1
"19407",20,5,174714,12,9,5,6,4,5,2,0,0,40,39,1
"19408",23,5,222835,10,13,5,8,4,5,1,0,0,30,39,1
"19409",46,5,251786,4,2,6,8,2,5,1,0,0,40,26,1
"19410",20,5,164219,12,9,5,6,4,5,2,0,0,45,39,1
"19411",33,5,251120,10,13,3,12,1,5,2,7688,0,50,39,2
"19412",30,5,236993,16,10,5,1,5,5,1,0,0,30,39,1
"19413",43,3,105896,16,10,1,11,5,5,1,0,0,40,39,1
"19414",23,5,211527,16,10,5,6,4,5,2,0,0,60,39,1
"19415",34,5,317809,10,13,3,4,1,5,2,0,0,50,39,2
"19416",25,5,185287,16,10,5,1,2,5,2,0,0,40,39,1
"19417",50,5,31014,12,9,3,10,6,5,1,0,0,40,39,2
"19418",44,5,151985,13,14,3,4,6,5,1,0,0,24,39,2
"19419",26,5,89389,16,10,1,10,2,5,1,0,0,40,39,1
"19422",26,5,167848,12,9,5,7,2,3,2,0,0,40,39,1
"19423",41,3,213019,13,14,1,10,5,5,1,0,0,40,39,1
"19424",25,5,211424,10,13,5,8,4,5,2,0,0,40,39,1
"19425",33,5,168981,9,11,5,10,5,5,1,0,0,55,39,1
"19426",24,5,122348,10,13,3,4,6,5,1,0,0,40,39,1
"19427",31,5,139753,10,13,4,1,2,5,1,0,0,40,39,1
"19429",41,5,145220,7,5,5,9,5,5,1,0,0,40,4,1
"19430",38,3,188612,16,10,3,3,1,5,2,0,0,45,39,1
"19431",19,5,445728,12,9,5,3,2,5,2,0,0,40,39,1
"19432",19,5,318002,12,9,5,1,4,5,2,0,0,40,39,1
"19433",24,5,235722,12,9,5,8,2,5,2,0,0,40,39,1
"19434",59,1,367984,10,13,3,3,1,5,2,0,0,40,39,1
"19435",67,5,212705,13,14,4,4,2,5,2,0,0,55,39,2
"19436",49,5,411273,1,6,1,7,2,3,2,0,0,40,39,1
"19437",35,5,103986,9,11,3,13,1,5,2,0,0,40,39,2
"19438",44,5,203761,16,10,3,4,1,5,2,0,0,45,39,2
"19439",58,1,266792,16,10,3,3,1,5,2,99999,0,40,39,2
"19440",22,5,116800,8,12,5,11,4,5,2,0,0,60,39,1
"19442",50,5,162327,16,10,3,6,1,5,2,0,0,50,39,1
"19443",44,3,100479,8,12,3,10,1,5,2,0,0,48,39,1
"19444",36,3,32587,16,10,3,1,1,1,2,0,0,40,39,1
"19445",30,2,321990,16,10,3,1,1,5,2,7298,0,48,5,2
"19446",52,5,108914,12,9,3,12,1,5,2,0,0,40,39,2
"19448",48,3,81154,9,11,5,11,5,5,2,0,0,48,39,1
"19449",23,5,162945,12,9,3,12,1,5,2,0,2377,40,39,1
"19450",37,5,225504,13,14,5,12,2,5,2,0,0,50,39,1
"19451",44,6,191712,13,14,3,10,1,5,2,0,2415,55,39,2
"19452",44,5,176063,12,9,3,14,1,5,2,0,0,50,39,2
"19453",36,5,198587,10,13,1,10,2,5,2,0,0,40,39,1
"19455",31,6,467108,10,13,5,10,2,5,2,0,0,45,39,2
"19457",29,5,204984,12,9,3,3,1,5,2,0,0,50,39,1
"19458",53,5,217568,12,9,7,3,5,3,1,0,0,40,39,1
"19459",52,5,48343,9,11,3,4,1,5,2,0,0,40,39,1
"19460",55,5,193130,12,9,3,6,1,5,2,0,1887,40,39,2
"19461",31,5,253354,1,6,3,12,1,5,2,0,0,40,39,1
"19463",64,1,211360,12,9,7,3,2,5,1,0,0,30,39,1
"19464",55,5,191367,12,9,3,12,1,5,2,0,0,40,39,1
"19465",48,5,148995,13,14,3,10,1,5,2,0,0,55,39,2
"19466",20,5,123901,12,9,5,3,4,5,1,0,0,40,39,1
"19467",50,3,117496,12,9,3,1,6,5,1,7298,0,30,39,2
"19468",45,6,32356,10,13,3,4,1,5,2,0,0,51,39,1
"19470",38,5,218729,12,9,1,8,2,5,1,0,0,25,39,1
"19471",43,5,52498,12,9,1,4,5,5,1,0,0,40,39,2
"19472",22,5,136767,12,9,3,3,1,5,2,0,0,30,39,1
"19473",63,5,219540,12,9,1,3,2,5,1,0,0,40,39,1
"19474",36,5,114059,10,13,3,4,1,5,2,0,0,45,39,1
"19475",56,5,247337,10,13,3,10,1,5,2,0,0,50,39,2
"19476",43,8,310969,15,15,3,10,1,3,2,0,0,40,39,1
"19477",41,5,171546,10,13,3,13,1,5,2,0,0,45,39,2
"19478",41,5,217455,12,9,1,1,5,5,1,0,0,40,39,1
"19479",36,5,410489,10,13,1,10,2,5,2,0,0,45,39,1
"19480",59,5,146391,11,16,3,10,1,5,2,0,0,50,39,2
"19481",46,3,165484,8,12,3,4,1,5,2,0,0,44,39,2
"19482",23,5,184271,10,13,5,10,2,5,1,0,0,36,39,1
"19483",46,7,231347,16,10,6,10,2,5,2,0,0,20,39,1
"19484",53,5,95469,10,13,3,1,1,5,2,0,1902,40,39,2
"19485",47,5,244025,12,9,5,7,5,1,2,0,0,56,33,1
"19486",46,2,46537,13,14,5,10,2,5,1,0,0,40,39,1
"19487",47,5,205730,12,9,3,3,1,5,2,0,0,56,39,2
"19488",29,5,383745,12,9,3,7,1,5,2,0,1887,30,39,2
"19489",32,5,328199,9,11,1,4,5,5,1,0,0,40,39,1
"19490",90,5,84553,12,9,3,7,1,5,2,0,0,40,39,1
"19491",63,5,221072,10,13,3,3,1,5,2,0,0,49,39,1
"19492",23,5,123983,9,11,5,10,4,2,2,0,0,40,39,1
